Id;Text;Source;SourceUrl
24;During times of peace, my Legions of Terror will not be permitted to lie around drinking mead and eating roast boar.  Instead they will be required to obey my dietician and my aerobics instructor.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
25;Efforts spent breaking a heroine's spirit allow time for things such as heroic rescues or are uncertain enough to allow last minute betrayals.  Rather, I'll have my staff take several high-quality photographs of her, hire a good plastic surgeon and the ugliest girl in my kingdom, make one to look just like her, but not until after I've pumped two rounds of .45 hardball into the heroine's head, then fed her to my pet crocodiles.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
26;I must assume that deathtrap manufacturers' brochures base their Estimated Time to Kill (ETK) on tests using non-heroes (and moreover generally test only the minimum ETK).  Therefore, Heroes trapped in one of my non-instantaneous deathtraps will remain there a minimum of several times longer than the trap's ETK, and even then will be treated as potentially dangerous until any remains are incinerated.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
27;"I reserve the right to execute any henchmen who appear to be a little too intelligent, powerful, or devious.  However if I do so, I will not at some subsequent point shout ""Why am I surrounded by these incompetent fools?!""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
28;I will add indelible dye to the moat.  It won't stop anyone from swimming across, but even dim-witted guards should be able to figure out when someone has entered in this fashion.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
29;I will allow guards to operate under a flexible work schedule.  That way if one is feeling sleepy, he can call for a replacement, punch out, take a nap, and come back refreshed and alert to finish out his shift.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
30;I will always dress in bright, cheery colors...  Mostly soft pastels.  Wearing nothing but black is too depressing, while wearing all white is too boring.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
31;I will always keep a few Useless but Loyal Advisors on the payroll and in proximity to both help my enemies underestimate me and provide a few extra bodies between the enemy and myself should my defenses be penetrated.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
32;I will be neither chivalrous nor sporting.  If I have an unstoppable super-weapon, I will use it as often as possible instead of holding it in reserve.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
33;I will be secure in my superiority.  Therefore, I will feel no need to prove it by leaving clues to my Master Plan in the form of riddles for my enemies to find.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
34;I will be selective in the hiring of assassins.  Anyone who attempts to strike down the hero the first instant his back is turned will not even be considered for the job.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
35;"I will build machines which simply fail when overloaded, rather than wipe out all nearby henchmen in an explosion or worse yet set off a chain reaction.  I will do this by using devices known as ""surge protectors"".";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
36;I will carefully read and reread Machiavelli's The Prince, Sun Tzu's The Art of War, and Dr. Phillip C. McGraw's Self Matters before I set out on my quest to conquer the universe.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
37;I will classify my lieutenants in three categories: untrusted, trusted, and completely trusted.  Promotion to the last category is only done posthumously.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
38;I will decree that all hay be shipped in tightly-packed bales.  Any wagonload of loose hay attempting to pass through a checkpoint will be set on fire.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
39;I will design fortress hallways with no alcoves or protruding structural supports that intruders could use for cover in a firefight.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
40;I will encourage general promiscuty, restrict access to birth control, and provide the best in STD research/prevention and pre- and post-natal care.  The resultant population will be more satisfied and complacent, and will fuel my war machines, production, dressmaking, and general fun.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
41;I will endeavor to treat the ancient, sylvan forests surrounding my keep in a kindly, eco-friendly manner.  By no means will I rip up every tree within five miles of my castle in order to provide raw materials for my orc breeding program.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
42;I will exchange the labels on my folder of top-secret plans and my folder of family recipes.  Imagine the hero's surprise when he decodes the stolen plans and finds instructions for Grandma's Potato Salad.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
43;I will explain to my guards that most people have their eyes in the front of their heads and thus while searching for someone it makes little sense to draw a weapon and slowly back down the hallway.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
44;I will exploit my subjects, but not to the point of destitution, decrepitude, or desperation.  I am evil, not stupid.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
45;"I will force the fair maiden to marry me in a quiet civil ceremony rather than a lavish spectacle put together with three weeks warning...  And the final phase of my Master Plan will not be carried out during my wedding.  If she says ""Ill die before I marry you!"" I'll shoot her.  There are, after all, hordes of beautiful young women out there just waiting to marry someone as rich and powerful as I am.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
46;"I will fund research to develop tactical and strategic weapons of all types and covering a full range of needs so my options aren't limited to ""hand-to-hand combat with swords"" or ""blow up the planet"".";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
47;I will have no nubile female assistants.  All my assistants will be former members of the East German swim team.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
48;I will instruct my guards when checking a cell that appears empty to look for the chamber pot.  If the chamber pot is still there, then the prisoner has escaped and they may enter and search for clues.  If the chamber pot is not there, then either the prisoner is perched above the lintel waiting to strike them with it or else he decided to take it as a souvenir (in which case he is obviously deeply disturbed and poses no threat).  Either way, there's no point in entering.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
49;I will learn from the likes of Enron for how to steal ungodly amounts of money, instead of resorting to ransoming the planet with my latest doomsday device (which I never get to use, anyway).;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
50;I will maintain plausible deniability at all times.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
51;I will make every effort to either suborn my foes or kill them.  Humiliating them and enraging them through acts of depravity motivated solely to upset them will only rebound negatively against my long term interests.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
52;"I will make it quite clear that I do know the meaning of the word ""mercy""...  I just choose not to show any.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
53;"I will make sure that there is a clear understanding of who is responsible for what in my organization.  For example, if my general screws up, I will not draw my weapon, point it at him, say ""And here is the price of failure!"", then suddenly turn and kill a random underling.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
54;"I will never attend an auction of an ""ultimate weapon"".  If the weapon were really that good, the auctioneer would already be Evil Overlord.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
55;I will never bait a trap with genuine bait.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
56;I will never design and build a sentient computer that is smarter than I am.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
57;"I will never enter into an alliance with a being or group I cannot easily betray.  And I will always assume that my new ""allies"" are holding to the same principle.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
58;I will never turn into a giant snake, no matter how much I might want to, because it never helps.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
59;"I will never utter the sentence ""Before I kill you, you should know...""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
60;I will not agree to let the heroes go free if they win a rigged contest, even though my advisors assure me it is impossible for them to win.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
61;I will not attempt to kill the hero by placing a venomous creature in his room.  It will just wind up accidentally killing one of my clumsy henchmen instead.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
62;I will not design my Main Control Room so that every workstation is facing away from the door.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
63;I will not devise any scheme in which Part A is tricking the hero into helping me and Part B is publicly laughing at his gullibility and then leaving him to his own devices.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
64;I will not employ devious schemes that involve the band of heroes actually making it into my inner sanctum before the trap is sprung.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
65;"I will not fly into a rage and kill a messenger who brings me bad news just to demonstrate how evil I am.  Loyal service should be rewarded...  Which is how it becomes ""loyal"" service in the first place.  And besides, honest messengers are hard to come by when you are in the Evil Overlord business.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
66;I will not gloat over my enemies' predicament to show my superiority.  I will shoot them.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
67;I will not grow a goatee.  Yes, it is true that in the old days they made you look sinister.  Unfortunately, these days they only make you look like a disaffected member of Generation X.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
68;I will not have a daughter.  Although she would certainly be as evil as she is beautiful, once she sees the hero's rugged good looks, she will no doubt betray me to him.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
69;I will not have a son.  Although his eventual and surely laughable plan to overthrow me will fail, it could provide a fatal distraction at a crucial moment.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
70;"I will not hire one of the hero's old flames to infiltrate the rebellion.  Even though she'll likely be accepted without question, she'll no doubt double cross me after the first chance she gets to reminisce about the ""good ol' days.""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
71;I will not hold any sort of public celebration within my castle walls.  Any event open to members of the public will be held down the road in the festival pavilion.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
72;I will not hold lavish feasts in the middle of a famine.  The good PR garnered from the guests does not make up for the bad PR garnered from the masses.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
73;I will not indulge in the practice of maniacal laughter, despite the proven stress-relieving effects of such behavior.  When so occupied, it is too easy to miss unexpected developments that a more alert and attentive individual would notice.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
74;I will not interrogate my enemies in my inner sanctum.  A small hotel room located well outside the borders of my kingdom works just as well and has the benefits of privacy and intimacy.  After the interrogation, I will shoot them.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
75;I will not locate a base in a volcano, cave, or any other location where it would be ridiculously easy to bypass security by rappelling down from above.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
76;I will not order my Trusted Lieutenant to kill the infant who is destined to overthrow me...  I will do it myself.  With my bare hands.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
77;"I will not pick up a glowing ancient artifact and shout ""Its power is now mine!!!"" Instead I will grab some tongs, transfer it to a hazardous materials container, and transport it back to my lab for study.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
78;I will not procrastinate regarding any ritual or process that grants immortality.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
79;I will not refuse to compromise with my enemies if the result will be of benefit to me in the long run.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
80;I will not require ranking female members of my staff to wear a stainless-steel bustier.  Morale is better with a more casual dress code.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
81;I will not send out battalions composed wholly of robots or skeletons against heroes who have qualms about killing living beings.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
82;I will not set myself up as a god.  That perilous position will be reserved for my Trusted Lieutenant.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
83;I will not shoot at any of my enemies if they are standing in front of the crucial support beam to a heavy, dangerous, unbalanced structure.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
84;"I will not use any Master Plan for which the final step is horribly complicated (for example, ""align the 12 stones of power on the sacred altar and activate the medallion during a total eclipse"").  Instead, I will use plans that have a final step along the lines of ""push the button"".";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
85;I will not use area-effect, mind-altering spells as a long term solution to civil unrest.  a) They wear off, or eventually the subjects gain or breed immunity, and the population I made to love me will grow to hate me.  b) Outsiders not falling to the initial spell will quickly become suspicious at my subjects' mindless happiness and obeisance, and try to do something about it.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
86;I will not use hostages as bait in a trap.  Unless you're going to use them for negotiation or as human shields, there's no point in taking them.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
87;I will not resort to android duplicates to safeguard myself from capture by my enemies because: (a) What I can construct others can emulate. If my minions are familiar with the use of androids they may make the mistake of letting the wrong one past their guard.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
88;I will not, under any circumstances, marry a woman I know to be a faithless, conniving, back-stabbing witch simply because I am absolutely desperate to perpetuate my family line.  Of course, we can still date.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
89;I will not waste time trying to make my enemies' deaths look like accidents.  After all, I am not accountable to anyone, and my other enemies wouldn't believe it was an accident anyway.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
90;I will occasionally listen to and follow my advisor's advice.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
91;"I will only employ assassins and bounty hunters that work for ""the money"".  Those who work for ""the thrill of the hunt"" tend to do stupid things, like even the odds to give their victim a sporting chance.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
92;I will plan in advance what to do with each of my enemies if they are captured.  That way, I will never have to order someone to be tied up while I decide his fate.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
93;I will regularly spend some of my free time with my staff of personal trainers so I'll be in good fighting shape just in case I absolutely must battle the hero one on one.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
94;I will remember that knowledge of any vulnerabilities I have is to be released only on a need-to-know basis.  I will also remember that no one has a need to know.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
95;I will see a competent psychiatrist and be cured of all unusual phobias or bizarre compulsive habits which could prove to be disadvantageous.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
96;I will spare someone who saved my life sometime in the past.  This is only reasonable as it encourages others to do so.  However, the offer is good one time only.  If they want me to spare them again, they'd better save my life again.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
97;"I will try to maintain a realistic assessment of my strengths and weaknesses, even though this takes some of the fun out of the job.  I will never say, ""I am invincible"", because no one ever is.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
98;If a group of henchmen fail miserably at a task, I will not berate them for incompetence then send the same group out to try the task again.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
99;If a messenger interrupts me during a meeting, a bath, or a romantic encounter, I will assume he has a real and important reason for doing so.  He will only be executed if he interrupted me for no reason.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
100;If a person carrying an odd colored sword walks into my kingdom, I will take a vacation elsewhere until that sword is out of my kingdom and not make any friendly or unfriendly overtures to the sword wielder.  If the sword is black, I'm heading for another dimension and never returning.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
101;If all the heroes are standing together around a strange device and begin to taunt me, I will pull out a conventional weapon instead of using my unstoppable super weapon on them.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
102;If an attractive young couple enters my realm, I will carefully monitor their activities.  If I find they are happy and affectionate, I will ignore them.  However, if circumstances have forced them together against their will and they spend all of their time bickering and criticizing each other except for intermittent moments of sexual tension, I will order their immediate arrest and execution.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
103;"If any of my advisors ever says to me ""My lord, he is but one man, and what can one man possibly do?"" I will reply ""This."", and then shoot him.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
104;If at all possible, no exhaust ports will lead directly to the heart of the main reactor.  If this proves unavoidable, all such exhaust ports will have closeable, reinforced blast doors at every other level, and there will be alternate routes of venting in case of emergency.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
105;If for some reason I enslave an entire race of people, I will not put them to work at tasks modern machinery can do more efficiently.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
106;If I am considering using a new code, I will instruct my eight-year old advisor to try to break it.  If he can, the code will not be used.  Note: the same policy applies to passwords.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
107;If I am fighting with the hero atop a moving platform, have disarmed him, and am about to finish him off and he glances behind me and drops flat, I too will drop flat instead of quizzically turning around to find out what he saw.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
108;If I am forced to make my escape, I will not pose dramatically and toss off a one-liner before leaving.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
109;If I capture the hero's starship, I will keep it in the landing bay with the ramp down, only a few token guards on duty and a ton of explosives set to go off as soon as it clears the blast-range.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
110;If I come into possession of an artifact that can be used only by the pure-of-heart, I will not, repeat will not attempt to use it nonetheless.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
111;"If I come into possession of, or manage to assemble the Ultimate Weapon, I will immediately use it at full power in direct pursuit of my goal of world domination.  No warning shots across the bow, No ""This is only a fraction of my weapon's potential!"" grandstanding.  I will also refrain from using the Ultimate Weapon for simply offing the Hero.  If it's really the Ultimate Weapon, the Hero's efforts will come to naught anyway.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
112;If I decide to hold the double execution of the hero and an underling who betrayed me, the hero will be scheduled to go first.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
113;If I decide to test a lieutenant's loyalty to see if he/she should be made a trusted lieutenant, I will have a crack squad of marksmen standing by in case the answer is no.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
114;If I discover that the hero is the offspring of my Trusted Lieutenant, I will never allow the Trusted Lieutenant to try to turn the Hero to my service.  The hero will just turn my Lieutenant against me, and a good second-in-command is hard to come by.  Rather,  I'll just accept the cost of training a new second-in-command and kill the Trusted Lieutenant.  He's just trying to turn the hero to his side so he can overthrow me anyway.  But if I temporarily lose my mind and allow my Trusted Lieutenant to try and turn the hero to my service, I will order the Trusted Lieutenant out of the room while I confront the hero.   That way, I won't have to worry about the Trusted Lieutenant's pesky parental instinct when I kill the hero.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
115;If I ever spend 30 years in cryogenic stasis, upon awakening I will defer any evil scheming until my Trusted Lieutenant can bring me up to speed on current events.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
116;If I find one of my kept women alone in my office or bedchamber and she is suddenly startled when I enter the room, I will immediately cut off her only escape and summon the guards.  I will then order them to do a complete strip search and body cavity check on her.  After that I will have them search the entire room top to bottom.  If these searches turn up any items she tried to filch from or plant in the room, she will be executed on the spot.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
117;If I find that my beautiful consort has been secretly associating with the hero, I will have her executed.  This is regrettable, but maybe the next one will pay attention at the orientation meeting.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
118;If I have children and then grandchildren, I will keep my three-year-old granddaughter near me at all times.  When the hero enters to kill me, I will first ask him to explain why it is that her beloved Grandpa has to die.  When the hero launches into a long-winded, way-over-her-head dissertation on morality, that will be her cue to pull the lever that sends the hero into the pit of crocodiles.  (Children love crocodiles almost as much as they love their grandparents, and its always important to spend quality time with children.);The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
119;If I have massive computer systems, I will take as least as many precautions as a small business and include such things as virus-scans, firewalls, and other common security measures.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
120;If I have several diabolical schemes to destroy the hero, I will launch them all at once rather than singly, thereby saving myself the aggravation of watching them fail in succession.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
121;If I learn about the whereabouts of the one object capable of destroying me, I will not send my Legions of Terror out to seize it.  Rather, I will send my Legions of Terror out to seize something else, and then quietly and anonymously place a want ad in the local paper.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
122;If I must have computer systems with publicly available terminals, the maps they display of my complex will have a room clearly marked as the Main Control Room.  That room will be the Execution Chamber.  The actual main control room will be marked as Sewage Overflow Containment.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
123;If I suffer from a fit of temporary insanity and offer the hero a job as my Trusted Lieutenant, I will retain enough sanity to make the offer while my Trusted Lieutenant is more than 100 miles away.  There is nothing more dangerous than a Trusted Lieutenant who is righteously pissed off at you.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
124;If I'm eating dinner with the hero, put poison in his goblet, then have to leave the table for any reason, I will order new drinks for both of us instead of trying to decide whether or not to switch with him.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
125;"If I'm sitting in my camp, hear a twig snap, start to investigate, then encounter a small woodland creature, I will send out some scouts anyway just to be on the safe side.  (If they disappear into the foliage, I will not send out another patrol; I will break out the napalm.)";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
126;If I'm wearing the key to the hero's shackles around my neck and his former girlfriend now volunteers to become my mistress and we are all alone in my bedchamber on my bed and she offers me a goblet of wine, I will politely decline the offer.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
127;If I've captured the beautiful princess and forced her to wear a skimpy slave costume and chain around her neck, I will take precautions to ensure she will not be able to strangle me with it.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
128;"If my advisors ask, ""Why are you risking everything on this mad scheme?"" I will not proceed until I have an answer that satisfies them.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
129;If my chief engineer displeases me, he will be shot.  He will not be kept prisoner inside the very dungeon he designed.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
